B431	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CROMOMICOSIS Y ABSCESO FEOMICOTICO
B432	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CROMOMICOSIS Y ABSCESO FEOMICOTICO
A041	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A042	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A043	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A044	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A045	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A046	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
D280	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D281	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D282	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D287	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D289	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D290	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
G122	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIA MUSCULAR ESPINAL Y SINDROMES AFINES
G128	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIA MUSCULAR ESPINAL Y SINDROMES AFINES
G129	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIA MUSCULAR ESPINAL Y SINDROMES AFINES
G130	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G131	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G132	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
C819	TUMORES [NEOPLASIAS] (C00-D48)	LINFORMA DE HODGKIN
C820	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C821	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C822	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C823	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C824	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C825	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
G138	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G14X	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	SINDROME POSTPOLIO
G20X	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	ENFERMEDAD DE PARKINSON
G210	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G211	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G212	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
B438	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CROMOMICOSIS Y ABSCESO FEOMICOTICO
B439	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CROMOMICOSIS Y ABSCESO FEOMICOTICO
B440	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
B441	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
B442	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
B447	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
B448	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
C826	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C827	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C829	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA FOLICULAR
C830	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C831	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C832	LINFOMA NO HODGKIN MIXTO, DE CELULAS PEQUEÐAS Y GRANDES (DIFUSO)	LINFOMA NO HODGKIN MIXTO, DE CELULAS PEQUEÐAS Y GRANDES (DIFUSO)
C833	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
D291	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D292	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D293	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D294	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D297	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D299	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
D300	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
I221	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	INFARTO SUBSECUENTE DEL MIOCARDIO
I228	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	INFARTO SUBSECUENTE DEL MIOCARDIO
I229	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	INFARTO SUBSECUENTE DEL MIOCARDIO
I230	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I231	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I232	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
C834	LINFOMA NO HODGKIN INMUNOBLASTICO (DIFUSO)	LINFOMA NO HODGKIN INMUNOBLASTICO (DIFUSO)
C835	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C836	LINFOMA NO HODGKIN INDIFERENCIADO (DIFUSO)	LINFOMA NO HODGKIN INDIFERENCIADO (DIFUSO)
C837	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C838	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C839	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO FOLICULAR
C840	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
G213	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G214	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G218	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G219	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO SECUNDARIO
G22X	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	PARKINSONISMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G230	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
G231	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
A047	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A048	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A049	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INFECCIONES INTESTINALES BACTERIANAS
A050	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A051	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A052	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
B449	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	ASPERGILOSIS
B450	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B451	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B452	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B453	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B457	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B458	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
C841	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C842	LINFOMA DE ZONA T	LINFOMA DE ZONA T
C843	LINFOMA LINFOEPITELIOIDE	LINFOMA LINFOEPITELIOIDE
C844	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C845	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C846	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C847	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
K460	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	HERNIA NO ESPECIFICADA DE LA CAVIDAD ABDOMINAL
K461	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	HERNIA NO ESPECIFICADA DE LA CAVIDAD ABDOMINAL
K469	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	HERNIA NO ESPECIFICADA DE LA CAVIDAD ABDOMINAL
K500	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	ENFERMEDADES DE CROHN [ENTERITIS REGIONAL]
K501	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	ENFERMEDADES DE CROHN [ENTERITIS REGIONAL]
K508	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	ENFERMEDADES DE CROHN [ENTERITIS REGIONAL]
M138	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	OTRAS ARTRITIS
M139	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	OTRAS ARTRITIS
M140	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M141	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M142	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M143	ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99)	ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
D301	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D302	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D303	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D304	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D307	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D309	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DE LOS ORGANOS URINARIOS
D310	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DEL OJO Y SUS ANEXOS
I233	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I234	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I235	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I236	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I238	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO
I240	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON
F000	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F001	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F002	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F009	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER
F010	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
F011	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
A053	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A054	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A058	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A059	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE
A060	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A061	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
G232	ATROFIA SISTEMICA MULTIPLE, TIPO PARKINSONIANA [AMS-P]	OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
G233	ATROFIA MULTISISTEMICA TIPO CEREBELOSA [ASM-C]	ENFERMEDADES DEL SISTEMA NERVIOSO
G238	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
G239	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
G240	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	DISTONIA
G241	ENFERMEDADES DEL SISTEMA NERVIOSO (G00-G99)	DISTONIA
C848	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C849	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA DE CELULAS TNK MADURAS
C850	LINFOSARCOMA	LINFOSARCOMA
C851	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO
C852	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO
C857	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO
C859	TUMORES [NEOPLASIAS] (C00-D48)	LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO
B459	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CRIPTOCOCOSIS
B460	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
B461	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
B462	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
B463	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
B464	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
B465	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	CIGOMICOSIS
I241	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON
I248	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON
I249	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON
I250	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON
I251	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON
I252	ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99)	ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON
N342	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	URETRITIS Y SINDROME URETRAL
N343	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	URETRITIS Y SINDROME URETRAL
N350	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	ESTRECHEZ URETRAL
N351	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	ESTRECHEZ URETRAL
N358	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	ESTRECHEZ URETRAL
N359	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	ESTRECHEZ URETRAL
N360	ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99)	OTROS TRASTORNOS DE LA URETRA
K509	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	ENFERMEDADES DE CROHN [ENTERITIS REGIONAL]
K510	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	COLITIS ULCERATIVA
K511	ILEOCOLITIS (CRONICA) ULCERATIVA	ILEOCOLITIS (CRONICA) ULCERATIVA
K512	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	COLITIS ULCERATIVA
K513	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	COLITIS ULCERATIVA
K514	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	COLITIS ULCERATIVA
K515	ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93)	COLITIS ULCERATIVA
A062	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A063	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A064	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A065	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A066	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A067	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
A068	CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)	AMEBIASIS
F012	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
F013	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
F018	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
F019	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA VASCULAR
F020	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F021	TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)	DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
D311	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DEL OJO Y SUS ANEXOS
D312	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DEL OJO Y SUS ANEXOS
D313	TUMORES [NEOPLASIAS] (C00-D48)	TUMOR BENIGNO DEL OJO Y SUS ANEXOS
